,url,comment,page_file
83570,/comment/83570,"The biggest constraint in rural areas is the limit on severances by consent. We have miles of undeveloed roads that municipalities can't afford to maintain, property owners with large properties on these roads who can't afford to keep the home they grew up in, and they are not allowed to sell a few lots to generate income. Large property owners are forced to sell their family home to survive. People that want to move to rural areas are not looking to live in settlement areas, they are moving to rural areas to get away from settlement areas. Let rural areas develop without forcing them to create more sudivisions.
The Provincial Policy Statement, Official Plans, Zoning By-Laws, and Building Codes are too restrictive. The more restrictive they are the more it costs to enforce these regulations. Municipalities are forced to pass these costs on to the tax payers. Governments at all levels are driving up the cost of development through excess regulation.
",comments-0.json
83572,/comment/83572,"1. The new provincial policy must refer to and promote the 'American Declaration of Indigenous Rights' which supercedes the Planning Act and is applicable to all lands in the North and South American Continents (including 'Ontario').
The American Declaration of Indigenous Rights contains an article on the ""Right to Development"" which needs to be considered when drafting new planning policies
2. It is an obligation that the new provincial policy framework honour all treaties.
3. The new provincial policy framework is required to promote the matriarchal context of community development and the sovereignty of the organic people of the land.
4. The new provincial policy framework is required to promote partnerships between diffrent tribes  in order to replace land ownership with land stewardship.
5.  The new policies should promote the creation of ""Fruit Forests"" in urban and rural areas.
6. Genetically modified food crops should be prohibited on prime agricultultural lands.
7. The new policies should incentivize the creation of new mounds pyramids and totem poles when major site alteration is proposed.
8. Add canoe and kayaking routes/facilities into the Regional Transportation Network.
9. Prohibit the use of fluoride and other toxic chemicals in the drinking water systems.
10.  Reroute air traiffc (planes, helicopters, large drones) away from settlement areas.
",comments-0.json
83576,/comment/83576,"I strongly object to the proposed residential lot creation policies for prime agricultural areas provided in section 4.3.3 of the revised Provincial Policy Statement. These lot creation policies offend all good planning principles.
Prime agricultural land is a finite resource in Ontario. Already, much of our most productive prime agricultural land has been lost to development. Further opening up prime agricultural areas to development will diminish the already limited supply of prime agricultural land, resulting in negative repercussions for our agricultural industry, food supply and food sovereignty. Once this resource is gone, we cannot get it back. You cannot grow food on concrete.
Moreover, most of our prime agricultural lands are in rural areas, which have limited employment options and limited health and social services. By increasing potential for residential development in prime agricultural areas, you are increasing the reliance on personal vehicles, as the owners of these new lots would most likely need to drive to work, to school and to access services. Not only does this contribute to CO2 emissions and climate change, it also puts increased pressure on rural roadways. Rural municipalities already struggle to maintain rural roads to an appropriate quality. Increasing residential development will only further deteriorate these roads and pass financial pressure and burden onto the municipality.
Increased lot creation in prime agricultural areas will no doubt also lead to increased farm and non-farm conflict. Meeting MDS setbacks is not enough to negate the complaints from the non-farm community about normal farm practices such as operating equipment, using chemical herbicides, and spreading manure. Drive any road during harvest season, and you will already see vehicles attempting unsafe passes, or expressing frustration with slow moving farm vehicles. Increased non-farm residency of prime agricultural areas enhances the risk of these complaints and conflicts, which threatens the longevity of the primary agricultural operation.
Further, not allowing municipalities to create more restrictive policies is an offense to local autonomy.
While I strongly object to any residential lot creation in prime agricultural areas, save and except for surplus farm residences under the existing policy, if the government MUST open up prime agricultural areas to residential lot creation I suggest the following amendments:
A maximum of ONE new residential lot may be created from an parcel of land as it existed as of January 1, 2023 where the existing parcel is AT LEAST 40 ha in area
The new proposed lot shall be limited to a MAXIMUM size of 1 acre. I note that the existing language regarding “minimum size required to accommodate the use” is not strict enough. You are guaranteed to receive requests for estate lots of 2-5 acres, where the rationale for the minimum size is based on the size of a house, pool, etc.
It must be demonstrated through an Agricultural Impact Study completed by a qualified professional that the lands proposed to be severed have not and cannot feasibly be used for agriculture due to site-specific constraints (i.e., presence of natural features), subject to the natural heritage policies of the PPS (which I note are still outstanding).
I would note that studies have been completed which demonstrate that the solution to our housing crisis is NOT opening up more land for development. We have enough land already designated for development and do not need to further attack our prime agricultural areas. It is a simple concept - we need to build UP not OUT. We need to build housing which is affordable (guaranteed that single detached lots in prime agricultural areas will not be - this will be “prime” real estate). We need to build housing that is within walking distance of employment, recreational and health, or where public transit can be used - so that households of all incomes can access all services. Again, opening up prime agricultural land is certainly NOT required to build more homes, and does not make sense if we want properly planned communities. Lets not repeat the planning failures of our past.
",comments-0.json
83592,/comment/83592,"The proposed changes for extra housing in farm country will lead to urban sprawl. Urban sprawl will in turn lead to more conflict between farm and none-farm occupations and also increase pollution by more car traffic, etc.
The relaxation on private sewage systems is not desirable as it will, in the long run, results more fights which end up on municipal councils and hence increase taxes.
Section 4 talks about reducing pollution. This is in conflict with the earlier policy of permitting more residential growth in rural areas.
The requirement to involve Indigenous People is to  vague.  Do they have ""veto power""?
",comments-0.json
83593,/comment/83593,"Do NOT remove density targets! All this does is  encourages speculator, land developer sprawl. This is bad environmental policy, this is bad housing policy. This does not create communities. It creates sprawl. We need LESS suburban sprawl. We need MORE creative density in existing cities and municipalities.
It is also inappropriate to give the Housing Minister increased powers to override other provincial planning policies - we have policies for a reason.  This government’s increasing infatuation with destroying the environment is going to create an unliveable province for future generations.
Municipalities should not be given increased powers to expand into farmland without adhering to the current processes.
",comments-0.json
83601,/comment/83601,"Any intelligent, thinking person who has been paying attention to climate and housing issues over the last several years realizes what a backwards proposal this is.  Additional housing should be built in areas where infrastructure already exists.  Farmlands and green belts should continue to exist to try to mitigate the destruction of climate change, and for the enjoyment of society.
Building more suburban areas does not produce housing for the people who are struggling to find it now.
",comments-0.json
83603,/comment/83603,"The term 'employment' in the policy document should be replaced with industrial. It is clear from the definition in the document that employment means industrial. The term 'employment' is vague and ambiguous. It is not well understood by municipal staff and managers or the public. Effective communication requires clarity. Employment policies are clearly industrial policies so call them that.
",comments-0.json
83613,/comment/83613,"I was shocked that after 23 years of not supporting new lot creation that PPS is actually suggesting the allowance of up to three severances, subject to certain criteria, along with the possible severance of accessory residential units from agricultural parcels. This is unacceptable and is in no way consistent with the balance of PPS and the long-term protection of farm land. We hear that hundreds of acres of productive land are lost to development every year. Do we need more housing? Yes, but at the expense of forever losing the farm land that feeds the people that will live in those houses. The introduction of more non-farm residential uses into the agricultural areas is like building houses in the middle of an industrial subdivision. Agriculture is an industry and is no more compatible with residential development then a slaughter house would be within a residential subdivision. Section 4.3.3(1) a) needs to be removed and never considered or suggested again. I'm ashamed that MMAH staff would even consider this as an option.
",comments-0.json
83617,/comment/83617,"If there are so many requirements that the new proposal would confer onto municipalities to achieve these goals, and yet the bill-23 seeks to reduces development charge funding and other development funding necessary to pay for the infrastructure like roads, trails, community centres, fire stations, libraries and more required to support growth (ex. proposed new housing), how does the province expect the municipalities to achieve these new housing targets?
Moreover, there should be consideration to introducing prefab homes into areas where for some reason, exclusionary zones still exists... pre-fabricated homes can help expedite home construction compared to the traditional stick construction.
",comments-0.json
83619,/comment/83619,"All of Ontario is NOT a place to build large houses that no one but the richest in society can afford. The proposed changes (i.e. paving over more natural lands and farmlands) to the province's land use planning policies do absolutely NOTHING to address the housing crisis - it will not help to increase the supply of affordable housing, municipalities are going to be forced to foot the bills for new infrastructure to accommodate these over priced subdivisions, and it will only cause further destruction of natural lands that we, as part of the global community, cannot afford. And this government's own housing taskforce stated, there is absolutely no need to open up more natural or agricultural lands to address the housing crisis, yet for some strange reason the government has chosen to ignore its own taskforce's recommendations.
From everything I've seen from this government's attack on environmental and land use policies (for example, Bill 23), it certainly looks as though all that this government cares about is further enriching large developers, a startling number of whom happen to be great friends of the leader of the PC government. In summary, these proposed changes to Ontario's land use planning policies, do nothing to address the affordable housing crisis, and do everything to worsen the environmental crisis - which is existential crisis that threatens all of us, including the politicians in this government and land developers, and to ignore such a thing is the height of stupidity - this proposal should be withdrawn, and  previous, stronger land use planning rules should be restored. And I know that I am not alone in feeling this way, the people of this province have made clear that we do NOT want, nor do we need to open up anymore of our natural lands. And the government knows this.
",comments-0.json
