,url,comment,page_file
12018,/comment/12018,"Disagree with the proposal.
The statement that it will “not affect sustainability” seems to lack scientific proof given that hunting will occur during breeding season, and cormorants will be disturbed from breeding colonies by the hunting. Not to mention the fact that almost all DCCO colonies contain several other colonial waterbird species (ie. Herring Gull, Ring-billed Gull, Common Tern, Caspian Tern, Black-crowned Night Herons, Great Blue Herons, Great Egrets, White Pelicans …) who will also be disturbed during their breeding season by this hunting activity.
",comments-0.json
12019,/comment/12019,"I honestly had to check the date when I read this to make sure it was not April
1!!  This is akin to the old bounty system. As a hunter in Ontario, the last
thing I want is to have  this activity associated with hunting or naming the
Cormorant as a game bird. This is essentially a legislated slaughter of a
species for no scientific reason other than some uninformed people are looking
for a scapegoat for declining fish stocks.
I live close to Lake Nipissing and I cannot imagine the mess this is going to
make when ""hunters"" go to a roosting island and blast away 50 Cormorants each
and then leave them to rot there. Nobody is going to pick them up and dispose of them properly.
This is possibly the most insane proposal that I have seen from the MNRF in my
recent memory and if this passes they should be absolutely ashamed of
themselves as a natural resource agency. Go back to the drawing board and where
there are valid ecological issues, perhaps the degradation of some island
ecosites, and come up with a real management plan that addresses that issue.
",comments-0.json
12023,/comment/12023,"As a scientist and avid birder I do not support this proposal. The statement that it ""will not affect sustainability"" lacks scientific proof and credibility. The hunting season will occur during the breeding season and will impact other (less abundant) colonial water birds like Great Blue Herons and White Pelicans that nest and forage in similar environments.
",comments-0.json
12024,/comment/12024,"Cormorants are NOT game birds and are inedible. So the argument in favour of permitting them to be hunted is limited to indulging people who enjoy killing for killing's sake. I do not agree with that. Also, having countless people taking pot shots at cormorants during the busy lakeside summer season will undoubtedly result in some innocent human deaths and serious injuries. I agree that Double-crested Cormorants are arguably a pest and there is a a reasonable argument (that I don't agree with at present population levels) that they should be controlled. If they need to be controlled, there are ways of culling populations that are efficient and humane and do not involve hundreds of shotgun-toting macho types roaming around to the detriment of everyone else. For example, removing and destroying a percentage of the eggs. Also note that many, if not most, of the cormorant populations are in urban areas (Toronto, Burlington, Hamilton). We don't allow hunting in those areas now and we certainly don't need to start.
",comments-0.json
12025,/comment/12025,"As a person who has lived in Northwestern Ontario for over forty years on a smaller inland lake with very few Cormorants sighted, I am totally opposed to this plan.  I am very interested in bird habitat and bird watching.  I have noticed a dramatic increase in the number of Bald Eagles in our area because of year round fishing opportunities.  Will they be targeted next?  Leave the cormorants alone.  Do not mess with the natural food chain.  The animals need our help in this crazy world of changing climate.
The concept of a bag limit of fifty birds a day and then allowing the flesh to rot is reprehensible.  How is this sustainable? How is this a positive use of Ministry monies?  Let us be looking at the decline in the Moose population and how we are dealing with that.  Once the bodies are lifeless we cannot bring them back.
Respectfully,
A person who is concerned about our environment.
",comments-0.json
12026,/comment/12026,"I object to Double Crested Cormorants being listed as ""game"" birds.  They are not traditionally used as food.  The only purpose of the hunt appears to be to eliminate a once endangered species that is a native to the Canadian environment. This is underlined by the fact that the proposed legislation will allow hunters to keep the meat until it putrifies.
The apparent purpose is to protect fish stocks and prevent the birds from spoiling trees at their breeding sites.  I am old enough to remember when there were wind rows of dead fish fowling every shoreline on Lake Ontario because Cormorants and other fishing birds were not available to balance  their numbers. It is true that Cormorant colonies can kill trees but they also supply guano that feeds new understory and refreshes the soil, enriching new tree growth.
The hunting season is way too long and impinges on the Cormorant's breeding season. Cormorant colonies are not single species places. Many other birds breed at these sites including most of Ontario's gulls,Common Terns, Caspian Terns, Black Crowned Night Herons, Great Blue Herons, Great Egrets etc. Allowing hunting of Cormorants during the breeding season will greatly endanger these other species, many of whom are struggling to survive with habitat loss and global warming.The months when Cormorants can be hunted (which, in my opinion is never) must be reduced to late summer or fall.
The politics of keeping the fishing community happy at the expense of this elegant fishing bird is simply not justified.  We humans are causing the 6th extinction. There is no need to make Double Crested Cormorants a victim of our thoughtless greed.
",comments-0.json
12028,/comment/12028,"I  find this  subject  a little confusing ,you want to put the cormorant under the guise of the migratory bird act. I f not mistaken all hunted animals  ,birds etc are meant to be consumed and not left to spoil?  I am sure if caught you are subject to fines? So  as this bird is a fish eater   like the merganser its taste is acquired at best. Hence I think you need to  call this a"" cull"" and separate from the migratory bird act. You need a places  the dead birds can be dropped at to make sure they are not being wasted,Maybe  the private sector might need them for dog or cat food or feeding sled dogs ,bait for trappers,in digenous peoples  for there feathers? I just do not want to walk in nature finding rotting bloated  cormorants around. I agree with the cull  but not in the shadow of a hunt,  Call it what it is regulated the firearm  aspect of it period. Do not sugar coat it for what it really is  the destruction of an invasive species.
",comments-0.json
12033,/comment/12033,"This seems to be a misguided effort to placate anglers and property owners. The wording in the proposal is indicative: ""There continues to be concerns expressed by some groups (commercial fishing industry, property owners)..."" Concerns are fine, but there is no evidence base to support a need to cull cormorants. In fact, as described in the proposal, the latest information indicates that Great Lakes populations have stabilized or declined slightly. So the need for ""population management"" is not supported by the facts.
Moreover, the proposal to amend the Fish and Wildlife Conservation Act to allow hunters to let the carcasses spoil and the idea of a 50/day bag limit and no possession limit makes clear that this proposal is intended to facilitate a major cull of this species by hunters.
It would be preferable that in considering this proposal the Ministry paid more attention to science and less to uninformed opinion.
",comments-0.json
12034,/comment/12034,"If an open season is established effective tomorrow, it won't be too soon. They do a lot of damage and it's hundreds of thousands too many of them... I'm all for a season for double-ccrested cormorants.
",comments-0.json
12037,/comment/12037,"I agree that Double-breasted Cormorants are a problem, however I have some very serious concerns. Hunting these birds will terribly disturb the breeding grounds of countless other birds and is absolutely not a viable solution to the problem. Possibly a more restricted hunting season would be better if this plan goes through. Examples of the trouble with hunting other birds such as duck season give a very obvious indication of the troubles. When hunting season is open for ducks, most of the bird species go into hiding and it greatly disturbs their livelihood, foraging, and general well being. This occurs so badly in some of our provincial parks where duck hunting is allowed usually on alternate days that the wildlife rarely come out of hiding even on the non-hunting days. To assume that some guidelines for hunters would have any affect is absolutely ludicrous. An example of this is after duck hunting was changed to allow Sunday hunting (ie. 7 days a week), I no longer am able to go out onto the lake where I live from opening day on. This is because there are always some hunters that are irresponsible and very careless no matter what advice they are given. I can give many examples of this occurring. Due to this behavior, it would spell disaster for all concerned, wildlife and humans for the entire season.
You absolutely can not allow the plan to proceed in it's current form.
",comments-0.json
12038,/comment/12038,"As a biologist, outdoor enthusiast and nature lover I am IN FAVOUR of this proposal.  The cormorants are destroying habitat and have really become a real threat to our ecosystem and fisheries without some form of control.  I would also support a culling program at breeding grounds.  They are decimating our Great Lake ecosystems and shorelines.  As a fisherman, you really see this first hand.
Thank you for this consideration.
Regards,
Jim
",comments-1.json
12041,/comment/12041,"I live inCornwall Ontario, I’m a member of Muskies Canada & Cornwall Lunker Club, we take out the local bird club sometime on the water and all we see is Cormorants everywhere, Islands all dead around summerstown/Lancaster area. Something needs to be done, I know that they are eating gobies, but I’m sure they are also eating other game fish.
",comments-1.json
12043,/comment/12043,"What is the basis for the ""concerns expressed by some groups"". Do they have an actual evidence that cormorants have been detrimental? Or is it just ""gut feeling"". This is a misguided enterprise with absolutely no actual data as a foundation for this decision. Having a limit of 50 birds per day with no possession limit is also unsupportable. If this species was in serious decline within recent memory such an approach to hunting will place them back in the same position. If this government is going to enact policy, at least have it be based on some evidence. Not just what some groups think is happening. Such an approach to governance is shortsighted, ill-considered, and nonsensical.
",comments-1.json
12045,/comment/12045,"By all ears establish a hunt, or hunts in different areas of the province that need them. Cormorants have expanded beyond the great Lakes areas and are seen in inland waterways as well.
 I would suggest that maybe people should be required to register and track numbers of birds however, and I do question the season being open from spring to fall as this will likely mean more possibility of unfortunate encounters between different  recreational users of waterways as well as likely have unnecessary nuisance calls about 'illegal' hunting/shooting being called in to mnr and police offices.
",comments-1.json
12049,/comment/12049,"Fantastic to hear that this hunt may finally happen.
I reside on Lake Simcoe where their numbers are high.
I see the trees destroyed that they use as roosts, and just recently witnessed them in the thousands eating up spawning shiners. The quantity of their harvest was incredible as we could smell the shiners they were eating about 500yds away!
Their population does seem high and thriving. It's time to keep numbers in check.
",comments-1.json
12050,/comment/12050,"I hunt and these birds are destroying many trees all along the open bays near the lake on Rondeau bay, there are probably quite a few hundred there alone. So many that people call the dead tree in the bay “the cormerant tree” so much acid defication on it and it died in short time. Eats an insane amount of fish in the bay also.
",comments-1.json
12053,/comment/12053,"This proposal is not evidently based on any science beyond the self-described anecdotal accounts of commercial fishing industry, property owners, and ""individuals"" who believe (surely not objectively) that cormorants are bad for industrial fishing or recreation. The United States FWS has estimated that the entire population of cormorants nesting across the Great Lakes region at 200-240,000 birds, having made a substantial recovery since the 1970s, and holding stable since the early 2000s. Under the limits set by this proposal (which would conceivably permit the taking of 14,550 cormorants per person per year), one single hunter could conceivably extirpate the entire Great Lakes population of cormorants in less than two decades. This proposal is, quite simply, an eradication plan for Double-crested Cormorant masquerading as a ""sustainable"" wildlife management strategy. Furthermore, the suggestion that the implementation of this management plan would be ""neutral"" completely disregards even the most fundamental aspects of biology, and since cormorants are colonial nesters with other, protected waterbirds, hunting throughout the nesting season places a host of other species at unnecessary risk.
Even the most cursory analysis of its basis, methods, and suggested limits makes it an unconscionable management plan; rather, this is a cormorant eradication proposal masquerading as wildlife management.
",comments-1.json
12055,/comment/12055,"Double crested cormorants breed alongside various other species of protected (and in many cases, declining waterbirds). Allowing this species to be shot could cause considerable disturbance to other species. Why should fishing interests, and the interests of landowners, have precedence over a bird species that has - thankfully- returned to something like its former numbers prior to the use of organochlorine pesticides? This proposal requires considerably more thought.
",comments-1.json
12059,/comment/12059,"As a conserned science citizen and wildbird rehaber, I feel this proposal has not been thought out very well. I am not in favour of it, unless the number of cormorants is far less (at least half), hunting season is not during breeding season and not for as long.
Please strongly consider science based data before commiting to this. At this rate the commorant will be eradicated from southern ontario.
",comments-2.json
12060,/comment/12060,"I like the idea of up to 50 per day with no possession limit, but would maybe suggest up to 50 per party per day. Allowing the bird to be disposed of is a great idea. I hope these birds come into check and it can be done with hunters. Mostly being keept in check by hunters is the important part for me. Thank you for putting this out. These birds are a concerne and I hope to see an action plan that Will work.
",comments-2.json
12061,/comment/12061,"It would be wonderful if a season opened to help control the population of these birds. There are insane numbers of them present on lake simcoe and they are destroying island vegetation.  The most important thin is for hunters to be able to allow the meat to spoil when disposed of properly as they are not good table fare.
",comments-2.json
12067,/comment/12067,"A full, unregulated open season should be established for cormorants in Ontario.  They are a nuisance invasive species which significantly harms the resources naturally available in Ontario.  They serve no purpose here, and legalizing the hunting of cormorants will significantly impact the negative effect they have on our ecosystems.
",comments-2.json
12081,/comment/12081,"Hello,
I think the hunting season for cormorants is Ontario is a very important and needed season! They are destroying the beautiful thousand islands such as brothers island and they are only populating more and more each year. It’s time we put an end to the expansion of this invasive species. Not only are they destroying land but are eating tons of fish as I’m sure you guys already know. This is very important and I truely believe this needs to go through as it’s already too late In the making.
Thanks.
",comments-3.json
12083,/comment/12083,"Cormorants are killing vegetation on many islands on the Rideau system among other bodies of water which in turn is leading to rapid erosion. Since their numbers have been on the rise, generations of game fish are struggling because of the unnatural amount of competition.
It would be irresponsible to allow further growth of this species in Ontario and Canada.
",comments-3.json
12084,/comment/12084,"This proposal is extremely ill-advised. The great lakes cormorant population has been steady since around 2000, so that there is little need for a cull, and 50 birds a day will potentially result in their extinction within a few years. If one hunter got 50 per day for the season, and assuming the great lakes population is around 120,000, one hunter could kill every cormorant in 20 years. There will be thousands of hunters on any given day around the great lakes system. Furthermore, loads of other species (herons, terns, gulls, etc.) nest among the cormorants, and will invariably be killed as by-catch. This whole plan is incredibly problematic. Please ensure it does not go forward
",comments-3.json
12086,/comment/12086,"100% agree with this finally coming.
As a hunter and a big angler. We live on the bay of quinte. And over the past 5 years I can see that these birds have destroyed several islands and what used to be great fishing grounds. With now. No vegetation in the water and the trees completely dead with no living organisms on the islands anymore at all.  Now they are starting to move to more in-land tree lines and killing off citizens lawns and vegetation around there places as well.
With this implemented it will finally reduce the amount of them around and also bring our water back to where it was 10+ years ago we hope.
Thank you for allowing people to comment on this and bringing this opportunity coming forward to finally bring this problem to a hault.
",comments-3.json
12092,/comment/12092,"This is a brilliant plan. There are so many of these birds and theyre like a pest species. they're destroying islands in Georgian bay with the feces. They also do quite a number on local fish numbers. I don't imagine they would be a very edible bird so I'm glad to see the proposed amendment for letting them spoil.
",comments-3.json
12094,/comment/12094,"I have lived and boated on Lake Erie for almost 70 years now. When I was a youngster we never saw Cormorants on the lake. In the last 15 years or so they have become quite common and obviously they being fish consumers, they have had a major impact on the fisheries in the lake. I do think that their overabundance has had an impact.
I am all in favour of this proposal but why limit it to 50 birds which can go to spoil (who wants to eat a fish eating bird) make it unlimited to those that feel the need to make the effort to rid the lakes of this pest....is like shooting crows or starlings
",comments-3.json
12095,/comment/12095,"these birds are a are destructive and destroying islands and fish stocks. they should have been controlled years ago. I am all for a season. hope this change happens quickly. you troll through an area in your boat and don't see any minnows and small fish. where just a few years ago these same areas were teaming with fish. there are times there are more birds in a bay fishing then you can count.
thanks.
",comments-3.json
12100,/comment/12100,"I am in support of this proposal. As an avid hunter and fisherman, I spend lots of time in and around Ontario lakes. In my time there, I see many cormorants and an overwhelming amount of islands that their nesting behaviors have destroyed. I am in favour of the high limit, until the population is no longer so over abundant.
I, personally will try the meat, but I am in favour of the proposal to amend the law of not wasting meats.
",comments-4.json
12103,/comment/12103,"Hello there. I completely agree with the idea. All the back lakes that I hunt and fish now of a over abundance of cormorants and the the fish and land has been affected greatly. The shores and islands of the great lakes are bare dead because of these birds. Bigger and bigger flocks are seen each year flying and roosting in the trees. They need to be dealt with sooner then later. So I am completely for a season on these birds to help bring our fish number back for future generations  to enjoy
",comments-4.json
12109,/comment/12109,"I agree fully with the proposal to open a hunting season for the double crested cormorants. I have been an avid salmon angler and guide captain on Lake Ontario for over 15 years and have noticed a dramatic increase in these birds with a correlation to a declining fishery due to these birds consumption of chinook salmon bait fish. Their population urgently needs to be controlled. Thank you for this opportunity that the Lake Ontario fishing community has been praying for, for years!
",comments-4.json
12111,/comment/12111,"I have watched over the last 15 years the Cormorant population explode on Manitoulin Island destroying the bait fish that the salmon feed on as well as destroying the beach and the environment around the water. I think these bird's need to be kept in check I would just hate to see Hunters take the rap for killing ""innocent"" animals as I'm sure this is how it will be portrayed by the activist with all the money that won't accept the damage these birds have done and will continue to do so if some solution isn't agreed upon
",comments-4.json
12115,/comment/12115,"I highly disagree with this proposal. No way these birds eat more fish than commercial fishermen haul out every day from the water. Blaming an animal that only eats enough to fill itself, not over take its share like commercial fishermen, is nothing more than scapegoating .
As for properties, you have hundreds of thousands of ppl destroying waterfronts  that animals needed and then get upset that these animals touched their property. Humans need the population control, not animals that are just trying to survive in the ever shrinking natural world
",comments-4.json
12116,/comment/12116,"I think this is a great idea and about time we caught up with the rest of North America with the cormorant problem, there is so much money spent by the mnr to stock fish only to have them wiped out by these birds.
Since there is a large population at tommy Thompson park, would there be any consideration to change the bylaws and allow hunts on Lake Ontario? Even set distances etc? Or will we be segregated to peel and Durham region, I for one and know many people that would possibly pay a city of Toronto premium for this to be in place
",comments-4.json
12118,/comment/12118,"Lake Nosbonsing located within the North Bay District have a single island that has been destroyed by these birds.  Should their kind be aloud to persist without any intervention, the game fish populations will continue to suffer.  These are not open ended comments.  Simply reach out to your NB MNRF district office staff to inquire.  A hunt season is in order however wasting of such meat is not encouraged but such meat may not be suitable for human consumption and as a result, enforcement of such should be respected where warranted.
",comments-4.json
12119,/comment/12119,"Cormorants are still expanding range and with population explosion continuing with over populated nesting colonies on inland lands.  Example: Sturgeon Lake within Kawartha Lakes (Walleye fishery virtually on verge of collapse - many factors involved - Cormorants being one of them.
They are a species that negatively changes ecosytems through their species behavior.  Demonstrate some resource management leadership and protect our inland lake water quality, island habitat and fisheries which are more at risk.  There appears to be virtually no significant natural controls or predation.  The fishery is worth more to the province than the existence of cormorants.  The local ecosytem and habitat was fine without them for decades.  There are many other fish eating bird species that are not prolithic to the point of negative impacts.
Cull all of them inland of  the great lakes.
",comments-4.json
12124,/comment/12124,"As an avid outdoorsman in southern Ontario I have watched cormorants numbers explode in the last 10 years. I've witnessed them following vessels that are stocking yearlings in lakes and just gorge on the baby fish. I've seen small  islands in the muskoka just destroyed by their fecal matter.  It's toxic and kills plant life when in contact it seems. They are doing a number on our game fish populations and the habitat that can be found around lakes and certain rivers. I'm all for conservation. But when I'm out on Lake Ontario and you see a flock of 500 to 1000 of these birds coming at you. You can't help but to think of all the negative impact they are having on the environment and fisheries of Ontario . Their numbers are very strong.  I don't feel that having a season to harvest the birds would be a bad idea.
",comments-5.json
12127,/comment/12127,"I fully support the proposal to implement a hunting season for cormorants in Ontario.  I live and fish near Mohawk Island on Lake Erie and have noticed over the past several years that the cormorant colony has exploded and displaced all other gull and shore birds that were commonly observed.  Now flocks of thousands of cormorants frequent the waters in a 5km radius around the island and huge flocks can be seen flying to and away from the Island.  I would gladly participate in a hunt for Cormorants in this area and anywhere else that the population has overwhelmed the local environment.
",comments-5.json
12129,/comment/12129,"I think it should be open season on these invasive species all year long and we shouldnt have to buy a permit for them because we wouldnt have them here if guys hadnt have introduced them here and we will be cleaning up the mess you the mnr have made. I support you guys out in the field any way i can.  I buy fishing permits deer, bear, moose and small games i dont need to fork out more money to fix a mistake that wasnt mine.
",comments-5.json
12132,/comment/12132,"I hunt and fish everyday and I’ve been seeing tons more of these birds in the blind and a lot less fish .. not to mention they are along every island and land absoloutly destroying the trees and habitat where they live.. it looks terrible and such an eyesore.. these birds don’t do any good.. all bad and looks terrible ..
",comments-5.json
12133,/comment/12133,"this is a great idea . i think it should be open longer in central and northern ontario to the end of October by the amount I see flocking together at that time. I still disagree with the idea they were aways in great lakes because as a kid in the 60s  I would go out on comercial fishing boats with my father and uncle and never saw one . In the early 80s was the first time we started to see them in the Killarney to North Channel area. THANK YOU  DAN
",comments-5.json
12134,/comment/12134,"I support this proposed hunting season on double crested cormorants.  I fish on numerous bodies of water including the Muskoka Lakes and Georgian Bay and have seen the devastation they cause with their rookeries on islands.  They completely deciamate the land beneath the roosting trees.  I have also noticed a decline in certain species of fish in these same areas.  I understand that they are not solely responsible for these declines, however as fish are their only food source they must have an impact on the fish stocks.
",comments-5.json
12135,/comment/12135,"There is no question that these birds over populated, serve no real purpose in the food chain and have a negative impact by eating their weight each day from the sport fish populations.
Having said that, you have provided no real science as to why you have landed at this proposal as the remedy to the population control. A limit of 50 seems excessive and how long can this limit be supported?
This is a cull and not a hunt.
There needs to be a need/use for the meat.  Killing the bird and leaving it to spoil is not ethical, hunters are ethical.
",comments-5.json
