,url,comment,page_file
54502,/comment/54502,"Blown down on crown on Algonquin treaty lands in Renfrew and Lanark County could be a process clean up and biomass recovery for tangled bush left now to rot . Some massive overturns and hangups make the case for some remediation and  forestry best practice / tree planting .
Algonquin opportunities exist to enter a firewood bio mass pellet / or split firewood etc forestry operations with access to local market and sequential collaborative reforestation programs.
Green /Carbon /Biomass/ Indigenous
Economic Development/Forestry/C19 Recovery plans.
Just my two cents.
Regards
S
",comments-0.json
54504,/comment/54504,"On page 10 you note ""Ontario supports implementation of sustainable forest
management practices on private woodlots through initiatives like the Managed
Forest Tax Incentive Program.""
This isn't entirely accurate, and is definitely incomplete. The MFTIP program provides for Good Forestry Practices as defined by the Forestry Act, but does not necessarily provide for any direct forest management unless the author of the plan is an RPF. There is a big difference between those plans produced by an author who is an RPF and one who is not. Namely, RPF-authored plans may be prescriptive, whereas plans produced by a non-RPF author may only be descriptive of the forest resources encountered. Hence, these are Good Forestry Practices, but are not necessarily forest management as within the context of timber products such as biomass.
Further, this reference is incomplete as it does not speak to the role of RPFs in Ontario in ensuring the public good through sustainable forestry. Ontario does indeed support the implementation of sustainable forest management practices through the Ontario Professional Foresters Act, which sets out exactly this charge to the registered professionals governed by this legislation. This most definitely is something that should be referenced within a Biomass Action Plan for which Registered Professional Foresters will play a critical role in implementing and ensuring sustainability and serving the public good.
I encourage you to rethink the wording of this section as well as the omission noted here.
",comments-0.json
54505,/comment/54505,"Trees = air we can breath.
Trees = no lung cancer in 20 year olds from smog.
Trees = money, health, and survival.
Trees save us money by reducing health costs in the long run. Cutting down swaths of them so the few company owners can make money caters to the rich 1%. It's short sighted and irresponsible. Just look at any data from anywhere. Honestly. Just another money first policy from the Ford government to help his rich friends get richer and ruin this province.
",comments-0.json
54506,/comment/54506,"This is a very good idea to voluntarily & publicly submit your draft action plan . It helps educate people what your branch is working on. It is a smart decision to inform people ahead of time what plans are in place to get positive & negative feedback prior to implementing idea's before conflicts occur thus derailing plans which result in higher costs and aggravation or allow the opportunity for other idea's  to be given that have not been thought of yet .
",comments-0.json
54508,/comment/54508,"First you don’t want trees cut down.  Then you want trees cut down.  People are caught in the middle.
The forest has an ecological system that needs sustainability.
Don’t make this a job creating and all about money government project.
Canada needs to think more about how to preserve its natural resources.
More forestry will drive animals to places where they become a nuisance.
For every action there is an equal and opposite reaction.
Is there a quota for existing foresters?
Is your plan only for utilizing the remains of trees from current forestry operations?
If not, you create markets and encourage massive forest destruction.
Canada has enough problems to fix.  We don’t need another.
",comments-0.json
54515,/comment/54515,"On page 10 of the draft Forest Biomass Action Plan it says: ""Ontario’s private woodlots and other forested lands also provide a source of sustainable forest biomass. Ontario supports implementation of sustainable forest management practices on private woodlots through initiatives like the Managed Forest Tax Incentive Program.""
The Managed Forest Tax Incentive Program does not by itself require the calculation and prescription of a sustainable allowable harvest, regeneration, and maintenance key features of sustainable forestry. The calculation and prescription of an allowable forest harvest is not part of the job description of a Managed Forest Plan Approver who can be used to implement the Managed Forest Tax Incentive Program.
A more correct statement for the Action Plan is:  “Ontario supports the implementation of sustainable forest management practices on private woodlots through initiatives like the Managed Forest Tax Incentive Program where sustainable silvicultural prescriptions and sustainable allowable harvest is calculated and prescribed by a qualified member of the Ontario Professional Foresters Association such as a Registered Professional Forester (R.P.F.) or qualified Associate R.P.F. .”
",comments-0.json
54551,/comment/54551,"Spend a lot of time in the Bush around Dryden. The forests are managed as well can be expected in terms of where and when to cut. My peeve is the waste left behind that are not desirable or profitable species to harvest for whomever is cutting these bush limits. Every year after the first snowfall 1000's of cords of wood are burned in slash piles, I am 100% certain this material could be utilized better and made into something that creates jobs and profit for an investor. Several  years back a couple local entrepreneurs wanted to start a pellet processing facility but where denied access to this waste material because there was no monetary gain for the private company that was controlling these public lands to allow it. Their preference is the burn it, and get it out of sight, out of mind, out of the market stream. My point is that it is disgraceful, that any company can't be overridden by our government on lands that are in its care for all peoples of this province and told that what they leave behind can be re-directed to another enterprise.
",comments-0.json
54552,/comment/54552,"This looks like a great plan, the one thing I did not see here but might have missed.
The practice on slash pile open air burning of hundreds if not thousands of ton of potential biomass material.
I always saw this as wasteful energy.
If you take a drive in any clear cut you will see the wasted potential Biomass material.
I believe portable biomass power generation needs to be considered.
There are several types of these generators available.
",comments-0.json
54554,/comment/54554,"I hope the panel is aware of the first few years after initial cutover, and  in sandy soil, low bush wild blueberry bushes grow...and are hand picked by local residents...picking blueberries is part of our lives.
These blueberries are small and richer in flavour than commercially grown berries.
in just a couple of years the poplar and birch pop up, and they shade the area for the coniferous trees.
These days, though, Ministry of Natural Resources does a great job of planting spruce seedlings in cutover areas to hasten new growth.
Nature does the best job, just needs a helping hand.  The forest industry in NWO, has been very proactive in helping to renew cutover areas....
J. Saville.
",comments-0.json
54555,/comment/54555,"This strategy is great to see and well put together. The focus on community energy, indigenous participation and capacity-building is fantastic. The idea for a bioheat strategy and to look at biomass to reduce diesel dependence in the North is are also great - I would suggest a strong focus on the build-out of district heating infrastructure within both of these initiatives. While the infrastructure investment is significant, it enables larger scale use of biomass and allows for integration of other heat sources, or an easy switch to a different fuel as things change in the future (see video linked).  There is a lot of federal money being invested in infrastructure, and an infrastructure assessment happening, the more that can be done to get attention on district energy infrastructure, the better! District energy is also necessary for large scale deployment of bioenergy at the community level - biomass CHP is much more efficient when heat is used in a district energy system.
Also, how might the strategy help new companies, or communities, to access more biomass and capital funding?
",comments-0.json
54559,/comment/54559,"I think that is timely to get the forestry biomass strategy and Areas of Action  published and ready to implement. I cut across Biomass in forestry and agriculture and believe there could be complementarity in including Agriculture biomass  and forestry biomass in one program - it is all fibre and lignin.  However get the forestry piece started. I have been involved with  FPI as a board member (4 years) and consultant more recently and see tremendous opportunity to diversify the uses of forest biomass.
As the plan rolls out consider creating partnerships with other like minded countries like Finland and Sweden, Netherlands, Germany  and Others who are in some ways ahead of us but interested in partnerships with Canada. (a real opportunity to bring in new technologies and partners).
Also I chair the Biomass Quality Network Canada (BQNC) managed by BIC with a focus on biomass quality standards and certification to ensure market quality. A national organization that could be headquartered in Ontario.
CRIBE is definitely one organization to partner with for forestry biomass.
Let's get the strategy funded and initiated.
I would be interested in serving on your forestry biomass committee when it is organized and populated with qualified people.
",comments-0.json
54563,/comment/54563,"There are two first-class biomass generating facilities in Northwestern Ontario (Resolute Fort Frances and OPG Thunder Bay) which were substantially paid for with taxpayer money and both of which are now in the possession of demolition companies.  Meanwhile, our region is anticipating increased electrical demand, as electric cars and expanded mining infrastructure, coupled with electrification of the North under the Watay project and others, all come on line.  This against a backdrop of record setting forest products prices, with trees being harvested as rapidly as ever but with the bark, tops and culls formerly destined for these facilities being left piled in the cutovers.  Draft Plan Action 2.1: is to “Ensure that existing facilities that consume biomass for electricity generation are provided ongoing access to the provincial market at fair compensation for the value they provide to Ontario’s electricity system. This includes recognizing and, where possible, removing barriers that prevent biomass facilities from optimizing their assets.”  I would respectfully submit that dismantling and smelting any existing generation plants would represent a significant barrier to their optimization.  The absolute first step in developing a rational approach to the management of biomass in the province is for the minister to step in and place a moratorium on scrapping existing infrastructure until its role in our developing new economy in the Northwest can be properly assessed
",comments-0.json
