,url,comment,page_file
62196,/comment/62196,"The present Government was elected based on the promise that will not change any of the Greenbelt designation.
Housing crisis will not be solved by allowing new sprawling mansions in the existing Greenbelt.
There is an acute need of entry level homes and condos, not multi acre mansions.
There will be no affordable homes developed in the existing Greenbelt lands, as these locations will not be service by public transportation.
There is enough space, decrepit neighbourhoods, etc, in existing cities boundaries which could be developed for entry level homes. All these could be accessible by public transportation, and will fully justify public money invested in redevelopment of these areas, as well in the public transportation.
This new proposal is the culmination reward for all big pockets developers which have supported Doug Ford , with the clear mandate to allow development in the existing Greenbelt.
Adding new land to the Greenbelt will not change these facts.
Any change to the Greenbelt should be done either by Referendum or by a policy platform during new elections.
",comments-0.json
62214,/comment/62214,"The Greenbelt is in place for a reason and protects critically important agricultural land, sensitive ecosystems and species at risk and consists of unique and important ecological features that provide ecosystem services for the GTHA and beyond. The ""realignment"" means the destruction of many of these features and unknown future costs in the absence of these ecosystem features. A few key points:
1) Ontarian's did NOT vote for this in the last election and have been extremely clear that they do not support the destruction or removal of greenbelt land for development or otherwise. This means Ontarian's do not support the bogus attempt to placate them with a false ""offset"" program. Going against what Ontarian's have voiced begs the question - do we really live in a democracy and who is the Ford government really working for?
2) Destroying sensitive ecological/agricultural land to support housing development is spitting on future generations and is incredibly poor planning. Densify areas with infrastructure to support current residents and newcomers. Using incredibly valuable land requiring expensive infrastructure for a small number of single detached homes that require dependency on vehicles will amount to benefits to developers and the wealthy while pushing costs (environmental and otherwise) onto the vulnerable.
3) I suspect this policy will go forward regardless of the outcry because the current conservative government does not listen to the residents of Ontario (the majority of Ontarian's voted for progressive policies including NOT building highway 413 in the last election). When this goes through, an accounting of profits should be made public so Ontarian's can see who is profiting off of Ontario's loss of green space.
I and many around me are absolutely outraged at this conservative government once again going against what the majority of Ontarian's have voiced. Do not touch the greenbelt. Do not open up greenbelt lands for development. Do not develop ridiculous ""offset programs"". Leave the greenbelt alone.
",comments-0.json
62243,/comment/62243,"Opening up the green belt is a stupid idea. There is no infrastructure to support any new housing projects. Why not just build the new houses in downtown cores or close to them and have transit reach them. And it will make no difference if the houses/condos all cost around 1-2 mil and they have been like that for the last couple of years due to greed. That land is essential to keeping business in check notation by farming and growing crops and not having to import them. I would also say that the land that would be exchanged should be included in the green belt no matter what. I get that houses have to be built but why not build them on land that has already been developed as it will cost less. Why not follow leed principles. Doug ford made a promise to never touch the green belt and I expect him to keep it.
",comments-0.json
62253,/comment/62253,"I am very much against the removal of greenbelt lands in Pickering.  This land is no where near major transportation routes and servicing hubs.  This land would have to be used for single residential development - in other words, 'sprawl'.  It is more important than ever that we preserve the green spaces around our cities, and intensify within our cities.  Pickering has already lost a  huge section of its greenbelt lands as a result of a similar land swap by a previous Ontario government - please, please, PLEASE - do NOT remove the greenbelt designation from north west Pickering.
Christine H.
",comments-0.json
62263,/comment/62263,"Premier Ford promised to not touch these lands.  This protected land is important for the ecosystems it sustains and also affects water resource systems, agricultural systems, and other natural systems.  There are plenty of undeveloped land not within the protected Greenbelt areas on which there could be built many more homes.
",comments-0.json
62280,/comment/62280,"Comments on Changes to Ontario Greenbelt, 2022
Full disclosure: I am not now, never have been, have no plans to become a member of any political party, nor run for political office of any kind. I am also not a member of any environmental group, although I do receive emails from some groups.
On November 4, 2022, Housing Minister Steve Clark of Doug Ford’s Ontario Conservative Party government announced changes to Ontario’s Protected Greenbelt. This would add 9,400 acres of new protected lands, but removing 7,400 acres of currently protected lands.
This is in contrast to their position before the last provincial election and statements made by Mr. Clark, last year, where he claimed that no land would be developed. There were no plans to remove or trade any lands.
“I want to be clear. We will not in any way entertain any proposals that will move lands in the Greenbelt, or open the Greenbelt lands to any kind of development.”
CTV News article, November 4, 2022, Minister Steve Clark quoted from an earlier story.
While his words sound apologetic and surprised, he didn’t really seem bothered by being called out for going back on his word.
But here we are today. Now, it turns out that he has not told the truth, or has gone back on his promise, and that lands currently protected are at risk.
While I applaud the addition of 9,400 acres being added to the Greenbelt, I just wonder how long those lands with be protected. Before Mr. Ford’s first election to premier in 2018, he promised the same thing: no development of the Greenbelt, however he was caught telling developers that they would be opening up land for development.
Environmentalists fear Greenbelt open for development following Ford government's proposed changes to planning act | TheSpec.com, 2018
In addition, today Mr. Ford announced that he has ordered the city of Hamilton to expand the urban boundary, despite the express wishes of the majority of Hamilton residents and city staff.
Province orders Hamilton to expand urban boundary | TheSpec.com
Premier Ford also does not wish to impose the carbon tax.
Ford 'going to pursue' carbon tax challenge to Supreme Court | CBC News
He has since backed off on this, apparently and wants to work with the federal government on climate change initiatives, but given his past record on green initiatives, I find it hard to take seriously.
Ontario government loses carbon-pricing fight and now wants to work with Ottawa to battle climate change | The Star
He has gutted the powers of the Conservation Authorities throughout the province. An authority charged with preserving and protecting the environment.
Doug Ford is gutting Ontario conservation authorities | The Narwhal
He has taken environmental assessments away from municipalities and is in the process of giving Mayors more power to override planning departments, remove planning red tape and environmental concerns and assessments.
Strong mayor powers coming to more large Ontario cities in a year, Ford says | CBC News
Where does it end?
I believe that, given Premier Ford’s penchant for development and his love for land developers and what I personally believe is his disdain for environmental protection, he would not be satisfied until every inch of arable land from Fort Erie to London and Kitchener, east to Kingston and north to Barrie is completely paved over, and end up with a Greenbelt up around Kakabeka Falls or Fraserdale. The whole idea of the Greenbelt was to locally produce food and allow green spaces for all to enjoy.
You can understand my concerns with the truthfulness of this government, and its commitment to the environment and Greenbelt protection. I honestly believe that this current government cannot be trusted with making sensible and environmentally friendly decisions. I strongly believe that no land in the Greenbelt is safe from development under this current government. Where will it end?
I urge the government to add the proposed 94,000 acres and reject the removal of the 7,400 acres. Find areas that are not environmentally sensitive to build homes and encourage businesses and industry to build in those areas, instead of stressing the already highly urbanised areas.
Citing articles are in the supporting documents.
",comments-0.json
62333,/comment/62333,"ABSOLUTELY NOT. Ford is once again going back on an election promise. It's not about housing, it's about making money for developers clamoring even while their coffers are bulging. There's housing available now, but only a small percentage of people can afford it. There's space in golf courses, but Ford's buddies won't allow that to be used. You want to solve the housing crisis? Make housing more accessible, legislate against owning multiple properties, legislate against corporations buying up houses as part of their portfolio. And that's not even going into the harmful environmental effects. Look at what has been happening with weather patterns in the past few years. Ontario has been largely unaffected because we have natural defenses. The Greenbelt is part of that. There's a reason it's been protected all these years, and it's NOT because we think it's pretty! You'd think someone who likes to go to the cottage as much as Ford would understand that nature is worth preserving. It's revolting that people who only think about their wallets are steamrolling over all of us. This needs to STOP.
",comments-0.json
62340,/comment/62340,"You have all the evidence at your fingertips showing why this should not be done so I won’t sit here and rewrite it in another way for you to choose to ignore. Leave the Greenbelt alone and for once, think big picture about the environmental state of this province. There should be no amendments made to the Greenbelt area boundary regulation to open it up to development.
",comments-0.json
62372,/comment/62372,"This ill conceived proposal is nothing more than a give away to Ford's donors, it rapes the wetlands, farmlands, and forests that are left, and does not specify what sorts of 'homes' are being built,
or what sort of infrastructure is there to support them.
No, not everyone wants a 'house with a little white picket fence'.  Sensible development would include multi family dwellings and low rise apartment buildings, on areas near the cities with infrastructure that is either expandable or already in place.
It would include replacing low income housing with a certain proportion rent geared to income units in every new condo development, and rent control on all new rental units.
This is a blatant land grab and giveaway to the construction and realty industries that will be extremely detrimental to the province's air and water quality. It will also seriously impact our local food supply.
I hope that the Federal government's challenge can keep this awful mess from happening until this administration is out of office.
I also want First Nations to be awarded all lands in the Greenbelt. They will manage them better.
",comments-0.json
62396,/comment/62396,"Why not build within the urban boundaries. Is it WISE to increase CO2 pollution by creating sprawl that will be followed with high volumes of traffic and gridlock?
During an EXISTENTIAL threat * The Climate Emergency*  this administration has demonstrated a lack of will to progress towards reducing emissions and increasing the quality of life for Ontarians.
Creating policies that worsen the majority of Ontarians living standards (making homes more expensive and increasing the HEALTH & SAFETY consequences by moving us closer to 1.5°C) is an inept way to govern.
If this administration actually CARES about its constituents THEN listens to the facts, the science, the logic of how we can improve our situation and living standard for the many people and sensitive biodiversity, RATHER than financially benefit the private interests of a minority of land speculators and building developers.
",comments-0.json
