,url,comment,page_file
40415,/comment/40415,"I live in central Ontario in a rural location and occasionally have had bears on my property and in the neighbourhood. During my forty years at this location, I have only had two inconviences caused by bears, #1. A bear stole a bag of chicken food from my hen house #2. A bear flipped a bee hive over. Neither of these events were of any great concern to me. I have much greater concern about being shot by a bear hunter while I or my family and friends are walking or working in my 150 acre forest. The spring bear hunt doubles the chance of me being harmed by a bear hunter. As a hunter, I am disgusted with the unethical aspect of the spring bear hunt. This hunt endangers sows and cubs. The use of bait is not only unethical, it also endangers the public who happen to hike by these baited sites. It also contradicts the Bear Wise slogan - a fed bear is a dead bear. I have had offal dumped by bear hunters beside the road bordering my property. The drastic reduction in MNR enforcement staff over the last 20 years leaves this proposed hunt virtually unsupervised. In my callow and ignorant youth, I actually participated in the spring bear hunt so I know exactly how this hunt is conducted. The spring bear hunt is unethical and dangerous for the public. I do not support this proposal.
",comments-0.json
40421,/comment/40421,"This is the 21st Century where not a single Canadian need to hunt an animal for food. Therefore, all hunting should be banned. Imagine if you will, if aliens came to earth, clearly an superior species, and started hunting humans for fun. Every single human would be outraged. I dare say there would be rioting in the streets. But now, we as the aliens if you will hunt animals and celebrate and the government, who should look out for an protect the most venerable in society, does nothing, If fact, they encourage murdering innocent animals. Shame, shame. I can't wait until the next election and you morons  are reduce to less than party status...
",comments-0.json
40441,/comment/40441,"I live in Northern Ontario, Black Bears have become a major problem not only in the city I live in, but also at the family cottage. In the last 10 years the population has boomed. They are being pushed closer and closer to learning habits to live off humans as there is so many bear in the bush. They are extremely destructive and dangerous. A spring bear hunt would be a perfect solution to all of our problems. There is nothing inhumane about culling a population. Nobody is out there shooting sows and cubs. implement the spring bear hunt, lets get the population under control like it once was.
",comments-0.json
40445,/comment/40445,"I live in Whitestone township north east of Parry Sound. The area where I live has had a trial spring bear hunt for the past few years.
I spend a lot of time in the bush in this area and I can tell you that the bear population is definitely in a major decline. I am seeing very few bear signs in the bush and the local dump may have one or two bear visitors in the summer where it used to have several.  I’m not sure who’s informing you about bear numbers. Between the fall hunt and the proposed spring “hunt” there are a total of about four and a half months to kill bears. What other game animal has that length of season? Climate change and winter flooding of dens is a major concern for denning mothers and cubs, not to mention people who vilify bears and shoot them if they deem them a nuisance. This proposal is about money and not about sustainability. Please rethink your ideas regarding bears and hunting them when they are in a starvation state coming out of dens in the spring. Thank you.
",comments-0.json
40446,/comment/40446,"I believe that this type of hunting should not be designated as an annual season. Right now there may be a healthy population, but that means there was a time it was at risk. I believe such a hunt should be determined  every year. Not a slated annual hunt. Plus I also think killing an animal for trophy is not sportsmanship. I know there are people who eat bear meat and I have no qualms about the hunting for food. I just think that whether a bear hunt is to happen or not should be an annual calendared event. People may feel they are entitled to one. Rather it should be determined by the population growth and sustainability study each year
",comments-0.json
40453,/comment/40453,"It is the right time to reinstate the Spring Bear hunt as a way to help mitigate the expansion of each years bears have to move out to new locations. They have been moving in to areas that never see bears and now they do.The previous Spring hunt went a long way to keep the spreading to a minimum.The population is healthy and was controlled by hunting to keep a healthy population.
",comments-0.json
40459,/comment/40459,"We could use the over population of the black bears to spread them throughout Canada. The principal value is to respect our nature.
The measures put in place in 1999 have worked! Why would we revert back to a practice that would see the extinction once again down the road. Let's try to have forward thinking.  Have conservation maintain control of the situation.
",comments-0.json
40468,/comment/40468,"This was sadly predictable. As soon as Ontario elected a Conservative Government they would remove the ban on the spring bear hunt, succumbing to the recommendations of group of hunters, representing a minority of the population. Also predictable will now be the increase in starving orphan cubs who’s mother was killed by hunters in the spring (despite your ridiculous fines for shooting a female in the spring; like that can ever be enforced).
Until the day that a “Green Conservative” party exits, I will never vote for your party, and will do my best to educate everyone on how destructive you are to this province and everyone living here.
",comments-0.json
40469,/comment/40469,"To whom it may concern
 Overall this is an excellent proposal.  However I am one of a very small number of nonresidents landowners who will be devastated if the part to exclude me from bear hunting without an outfitter is included. Nonresident landowners who take advantage of Ontario's wonderful bear hunting opportunities is a small reward for those of us who love Ontario so much as to actually buy property and pay taxes in your amazing province.  Please do not take this opportunity away from me.  It is a privilege I am very grateful for and appreciate.  I believe it has practically zero negative effect on residents or tourist operators as the number of nonresidents landowners who take advantage of this privelage is a tiny tiny fraction of total bear hunters in Ontario. Thank you for your time.
",comments-0.json
40471,/comment/40471,"Changes to the black bear environment play a key factor in the increase of their population. Clear cut logging produces an abundance of nuts and berries. Food that is so readily available in large supply greatly contributes to female bears having more cubs.
To say that the cancellation of spring bear hunting has been responsible for population increases in false. Man's impact on the bears natural environment cannot be discounted. More food, more bears.
Perhaps better management of Ontario's Boreal Forest in regards to clear cut logging should be strongly encourage for creatures large and small.
",comments-1.json
