,url,comment,page_file
54434,/comment/54434,"The government has heard from the public for years saying that removal of groundwater is not wanted, not sustainable and has deleterious effects on natural balances (reducing water tables with negative effects on swamps and creek/river waterflows). The water sale industry is a major source of plastic container pollution here and worldwide.
Ontario's water is a precious resource now and for the future and not to be taken cheaply. Water companies need to be made to pay commensurate with the amounts of profit and required to match volumes taken with equal value programs improving the natural water presence and wildlife. Definite legal restrictions on the amounts allowed with provisos enforcing reduced taking levels due to low rainfall and water tables.
In summary, it is preferred not to approve any more water industry but if it were authorized it should be made to pay fair value and be part of maintaining the resource.
Sincerely,
",comments-0.json
54531,/comment/54531,"This is an industry that is an environmental disaster as it takes 2 litres of water to create the plastic bottle that another litre of water goes into. The 24/7 heavy trucks on the roads shipping water across the country emit and damage roads and bridges.  Thus the taxpayer pays for this industry by paying tax dollars to mitigate the damage and harms to the environment.
That much plastic is a nightmare as recycling is not an effective alternative.  It ends up in our landfills, waterways, and lakes on its way to the ocean.  Humans are eating, drinking and now breathing in microplastics constantly.  This is an industry that must be held accountable for the destruction it causes and creates.  Please deny further depletion of groundwater and the proliferation of plastic pollution by denying this permit.
",comments-0.json
54534,/comment/54534,"Puslinch has too many competing interests seeking groundwater from farms, residents, gravel pits, and businesses.  In addition both Guelph and Cambridge are approaching with their Source Water Protection Areas. The priorities set in the new regulations place municipal drinking water, agriculture and the environment above commercial water bottling.  This is the clear example of these competing interests.  This very short comment period does not allow for proper responses from any of these competing interests.
There are also too many uncertainties to proceed with a renewal at this point.  This is a new owner with new expectations.  It is also groundwater we know too little about like rate of recharge, effects of climate change, population growth in the surrounding area, and sustainability.
It would be irresponsible to grant a permit quickly without a fulsome investigation into the repercussions.
",comments-0.json
54540,/comment/54540,"I do not agree with allowing any water bottling company to continue taking water from the Puslinch plant. This water is meant for people and their surrounding communities. There are Indigenous communities that do not have any clean water and haven't for decades now and who have publicly opposed permits to take water for bottling. Companies like Nestle, now Triton Water Canada Holdings, are making a massive profit from a natural resource. Not only are these companies making an insane amount of profit off of a natural resource, they are destroying our beautiful earth in the process with the plastic waste they are producing. Our oceans are filling up with plastic to the point where there will be the same amount of fish as plastic by the year 2050. WATER FOR LIFE, NOT FOR PROFIT!!!
",comments-0.json
54591,/comment/54591,"Puslinch Township does not have proper water infrastructure so that wells are private and rely on groundwater.  Groundwater is precious and no one seems to know how much there is, how long it will last, and what the effects of climate change will be.  We just do not know.  I would not write a cheque for ten years of withdrawal  from an account without knowing how much I had in the bank. No more water is being created! We need to preserve what we have and keep it in the water cycle here!
We cannot keep giving away water that leaves the area.  We see these trucks taking water away daily to go across Canada! Ontarions are being asked to conserve water while our provincial government gives permits to have it removed never to return.  That is just not common sense!
",comments-0.json
54595,/comment/54595,"I think it is beyond unethical to sell our county's water for profit. These permits only afford Triton the ability to abuse our watershed for their own gain. Given the rise in environmental concerns, global warming for example, I think it's imperative that we give more consideration to the operational impacts of these permits. I do no appreciate our natural watershed being abused for the profit of a major corporation, regardless of their country of origin.
Enough is enough. We wouldn't let them do this to our forests, why are we treating our water any differently?
Put restrictions on these permits.
",comments-0.json
54597,/comment/54597,"This company to get this permit.
Our region is already stressed for water; it does not make sense to take water from our region and ship it out of our region
Climate change is also something to be taken into consideration. We already know that climate change is causing changes in weather patterns, which can lead to increased droughts. With that knowledge, we should not be adding stress to the limited water volumes we have.
Lastly, a ten year permit is much too long for us to adjust as our water supply decreases
",comments-0.json
54604,/comment/54604,"I strongly oppose the granting of a permit to Triton Water Canada Holdings!
The people of Wellington and the Six Nations have previously stated their objections and a susequently a moratorium  was passed. Now that moratorium has ended.
The situation regarding removal of drinking water for bottling needs to be re-examined.  Permits to take water for bottling should have full environmental assessments, and  First Nations must give
free, prior and informed consent to legislation that affects them, under UNDRIP, which Canada endorsed in 2016.
I don't believe the situation has changed regarding the local and indigenous need to protect their own waters, and the permit should not be allowed.
Don't grant a permit to Triton Holdings!
",comments-0.json
54627,/comment/54627,"Given what is happening with threats to drinking water in Collingwood, Erin, Puslinch and Centre Wellington, giving a ten year term permit to take water to have it removed from the watershed is shortsighted, irresponsible and foolish.
Hillsburg is struggling to create a water treatment and muncipal water system and having ground water removed is the last thing they need at this time. The water bottler has taken enough from the ground water there.  The population there is destined to grow given the Places to Grow legislation.  They are in a difficult situation already.
We see what unbridled growth does to water supply in Collingwood.  This is replicated in other communities like the race to get water to satisfy growth in Centre Wellington.
Giving away precious water to bottlers that pollute with plastic packaging and remove water from the watershed is just wrong headed in 2021!  Who knows the degree of water insecurity in Ontario by 2031!
American hedge funds taking water from Canadians is a scary option!
",comments-0.json
54683,/comment/54683,"Thirty six million litres of water from one well over 10 years.  That is beyond ridiculous in a time of climate crisis, reduced availability of safe, clean, good quality drinking water world wide, the polluting of that water with plastic microbeads, the 72 million plastic water bottles created from virgin plastic that end up in watersheds and oceans and the disrespectful treatment of such a precious substance as water!
Have the First Nations people along the Grand River been consulted?
Puslinch is suffering low water levels as it is from gravel pits and other industries taking water!  This on top of that situation is insult to injury.
Nestle Waters Canada has been pumping way below this level. Check their reporting over the last few years. With new owners eager for profit growth, this will not likely continue. This is a local crisis that could be prevented by some common sense at this permit stage.
",comments-0.json
