,url,comment,page_file
61858,/comment/61858,"The changes to the OWES system are vast and inappropriate. Wetland being already miniscule in Ontario should not be threatened further. They are one of the main strongholds against climate change. With the proposal of getting 1 million houses built the OWES system should be made stronger as it is imperative to protect them and the biodiversity and flood mitigation they bring.
I am so dissapointed that we continue to widfle down protections for the environment for profit and development.
",comments-0.json
61859,/comment/61859,"No change in authority should be made to the Status of Conservation Authorities. Their scope was laid out specifically to determine whether or not land should be conserved, specifically so that as housing pressure mounted critical drainage and biodiversity systems of watercourses would not be impacted.
Huge swaths of Toronto proper and the GTA remain zoned R1 zoned where quadhousing and duplexes would fit without altering the street scape.  Use the province's authority under CIHA to upzone along new rapid transit routes such as the durham-Scarborough BRT or Line 5. No business would invest into public transit and then incentivize housing that doesn't leverage it. Improve our provinces financial position by encouraging dense urban corridors that reduce servicing and infrastructure cost, while increasing transit ridership.
If you have run out of room for development without cannibalizing conservation zones, then very clearly you are working with a failure of a housing model.
",comments-0.json
61884,/comment/61884,"To whom it may concern,
I appreciate the efforts to provide more affordable housing for Ontarians, but I urge the government to find an alternative solution. I am strongly against the revisions suggested to the OWES since it will likely significantly cut back protection of wetland and species at risk.
Wetlands provide incredibly valuable ecosystem services. Removing them from the landscape will lead to considerable consequences down the road as we experience increases in flooding and will eventually result in financial consequences for the province,
These revisions completely go against our commitments to fight climate change. Disturbing these wetlands will release carbon into the atmosphere.
The list of consequences are innumerable and I'm sure the government is well aware of them so I will not go on.
Please do not proceed with reducing protections for wetlands by altering the OWES.
",comments-0.json
61890,/comment/61890,"While it may be convenient to remove wetland complexes from the OWES, it is not aligned with ecosystem function. Wetland complexes should remain and re-evaluation should not occur.
The continued loss of wetlands, while maybe allowing for some new houses, will ultimately lead to significant loss for the province via reduced adaptation capacity, increased flooding and loss of carbon sequestration and storage.
Please reconsider.
",comments-0.json
61891,/comment/61891,"These changes will cause immense harm to Ontario's wetlands.  They are not individual entities; they are complex and connected systems that must be managed at the provincial level. We are blessed with incredible natural resources in our province, but Ontario's food and water security depends on protecting these areas.  This is a disastrous proposal that will devastate the long term stability of Ontario's ecosystems
",comments-0.json
61896,/comment/61896,"This is wrong.
I see changes being made to the OWES document that are removing from it the entire spirit of the document, that is, to protect valuable wetlands. It’s as if the Ontario government asked the scientists to hand their work over to developers for editing. There are clearly changes to this document that no biologist would rightfully sign off on. Splitting complex wetlands into sections so you can slowly pave it one piece at a time. We must be better Ontario. We all need places to call home, but you need to think big picture. Destroying such valuable natural landscape is not the way.
",comments-0.json
61898,/comment/61898,"Hello,
It is deeply concerning that the intention behind this evaluation is for the purpose of development. The decision making for this proposal is being made by those who are prioritizing housing without the scientific expertise- a short-sighted act that would create new housing with costs that will trickle down to the homeowners. What do you think happens to all the water in these wetlands once the areas are paved? They're not going to simply redirect around those areas, they will cause flooding issues, especially because there's less land that can retain the water. As someone who had to work with residents near  high water tables and seen sump pumps overworking, basements and ROADS flooding, this will only amplify this matter.
If this rezoning will be made to turn these wetland areas to be developed, the provincial government should take charge in compensating the people who will live and work there for any damages and repairs that it'd take up, and not deflect the responsibilities to the municipal government.
And make a lobbying with retaliating threats to politicians illegal, this is just corruption with extra steps.
",comments-0.json
61899,/comment/61899,"I am strong AGAINST these proposed changes. Theses lands are an important part of the health of the region and should not be built on. We can learn from examples from around the world how turning these kinds of environments into concrete has major trickle down effects on all aspects of the surrounding area that impact the harmony of humans and the lands creating issues with clean water, sewage, foundations, and of course animals who are displaced. Besides it is well established that housing issues should be dealt with by improving density with medium and low rise capacity buildings in areas zone for single family homes not increasing urban sprawl. Housing in balance with nature actually improves the health of a population, and considering healthcare is a huge expense for the government this ought be a key consideration against urban sprawl.
",comments-0.json
61909,/comment/61909,"I think this policy is terribly backwards, eliminating environmental protections is wrong especially changes on a scale like this. It is becoming increasingly more important to protect Ontario’s unique environment as climate change continues to worsen and this government is incredibly disappointing in this regard
",comments-0.json
61912,/comment/61912,"Further shrinking wetlands is unbelievably short sighted. We should not be paving them over to build more homes, we need to better use the land already available by reducing urban sprawl and building up.
Don't destroy the best (and few) natural resources we have left to build more homes that will be prone to flooding with these removed anyways
",comments-0.json
61913,/comment/61913,"The proposed changes that allow re-evaluation of wetland complexes as single wetlands defies wetland science and is clearly done here to make it easier to undervalue and hence develop wetlands. The importance of diversified wetland complexes to wildlife (including sensitive, threatened, and endangered wildlife), to flood abatement, water quality improvement, biodiversity enhancement, carbon management, and aquifer recharge are all well documented. Milton Weller wrote about this as long ago as 1988 (see attached). We know they are connected by groundwater, even at a distance, and that wildlife use the entire complexes, not individual wetlands. The benefits within a complex are not additive but interactive and synergistic, meaning that they can't be meaninfully reduced to what each smaller wetland within the complex would contribute on its own. Allowing the reevaluation of individual wetlands will result in underestimating their overall contributions to wildlife and to society. I urge you to reconsider this change as it is not supported by long-standing wetland science.
",comments-0.json
61915,/comment/61915,"Wetland classification, boundaries and generally the environment should take the upmost priority over any commercial or residential building projects. Our province needs to put the environment first.
Any changes on the classification and protection of wetlands should be broadening the definition and protection areas to better protect these sensitive ecoshsytems.
",comments-0.json
61940,/comment/61940,"Premier Ford, only you can protect Ontarios wetlands. Once they’re destroyed, they can’t be rebuilt, it is imperative that new housing be placed on existing developed space as much as humanly possible and that outward expansion is minimized, NOT to pave our wetlands. It is in YOUR hands Premier Ford, do NOT take the responsibility lightly.
",comments-0.json
